text,sentiment_pred,urgency
"Update- July 2008- I have now had this product about a year, and am happy to report that after using it almost every day it is in great shape. It has held up very well, and still looks almost new. Original review: Even including the cost of shipping, this item cost me less than any similar items I have seen at the store. I have only had it for a couple of weeks, but it appears to be holding up well. I have a Samsung Sync, and it was kind of a tight fit at first, but after a few days of breaking in, it now fits snugly but comes out easily. Also (for the Sync, anyways) you can charge the phone while still in the case because there is open space on the side of the case. One thing of note is that the case is held closed by a magnet, not a snap. I actually like this better than a snap (easier to open and close, less chance of mechanical wear-out) but thought I would mention it because I don't think it says in the product description",positive,0.2
I bought this based upon the rave reviews. We have a static problem if the phone is not real close (i.e. no farther than pants pocket.) Seems good other than that.,neutral,0.2
this phone peal off after few weeks and the keyboard kept getting stuck.....,negative,0.2
not sure if it holds a charges,neutral,0.2
"The sound quality is good but the design is horrible. It easily turns on if I keep it in my pocket or purse. I bought a case for it and it still turns itself on from within the case. There needs to be a way to lock it. Also, as some other reviews also say, it is easy to disconnect the call when you are simply trying to put the thing in your ear or reposition it.",neutral,0.2
My boyfriend bought this from apple store for more $$ but his fits tighter than mine,neutral,0.2
Does not have a driver specifically for the RAZR V3m. Still works... very BASIC software so don't expect it to do much more than backup your phone data...,neutral,0.2
"Although I did not buy this for myself, I feel I can give a perspective to it's quality. I bought this for my brother-in-law for Christmas. I have spoken to him on it and had to ask if he was using the headset. So, for people on the other end of the phone, this is a great headset. The only problem with it, however, is a problem all bluetooth headsets experience. The user looks like a jerk if they are wearing it anyplace other that their car or while at their desk. One time, a guy was wearing one while playing softball. I mean come on, he was up at bat and the blue thing was blinking away...unbelievable. But yeah, this Plantronics job seems like a pretty good product.",neutral,0.2
I purchased this and charged it and used it one time. After the first use it will not charge again completely. No matter how long I leave it plugged in it only shows it as having 25% charge. I haven't returned it yet. Hope there isn't an issue.,negative,0.4
Drains your battery,negative,0.2
Do not be fooled by the words SIGNAL BOOSTER. This product transfers a cell signal from the outside of a building to the inside. Do not expect miracles I installed it at home. The signal strength on the roof of my house was at 4 bars but I had no reception inside the house. Now I get 3 to 4 bars in the livingroom where the unit is placed. This is what I expected and I am quite happy with the result,negative,0.2
"I had a Motorola V190 and I wanted the RAZR cause it looked much more cool and my husband had one and liked his. So, I bought a magenta RAZR. I really liked the way it looked, it was easy to use and the talk/standby time was good. However, about a month after I got the phone it started powering down on it's own or the screen would go white (if during conversation it would disconnect). I bought a new battery thinking that was the problem...it wasn't. My husband then was going to upgrade the firmware on it only to discover that the phone already had the most recent firmware. I did use the phone for about a year as it only powered down about twice a month but after about a year it started powering down daily. It wasn't convenient to have it power down during an important conversation. So, I took the SIM card out and put it back in the V190. The V190 may not ""look"" cool but at least it's reliable. I now have a KRZR K1, but I will hold on to my V190 just in case. My husband never had a problem with his RAZR but I do know a couple of other people that had the same problem with theirs. I would never buy another RAZR.",neutral,0.2
I didn't have much experience with this item as it was a bit uncomfortable after only 15 minutes.,neutral,0.2
"I live in a rural mountainous area. When I installed this on my Jeep, I got 1-2 bars in spots where I always had none previously. What more can you ask for? I am no longer dropping calls in spots where I dropped every one. Happy customer a year later.",positive,0.2
These batteries were exactly what my son needed for his phone and the price of two and shipping was still over 1/2 less than buying one from the phone dealer.,positive,0.2
ok,neutral,0.2
Ordered a replacement battery for my cell phone. Battery arrived in no time. Thanks!,positive,0.2
"Two year contract is a nightmare. You have to stick with a bad cell services (weak signal, call failed, terrible voices) for 2 years long.",negative,0.6000000000000001
"I've owned the i730 for about 2 weeks, having bought it to ""upgrade"" the i90c I've used for over a year. The i90c was a fine phone, a bit bulky and the batter life was terrible (even with an upgraded 750mAh battery), but it's incredible call clarity and loud speakerphone was enough to make me overlook its shortcomings. So, I figured the i730 would only be better than i90c, right? Not necessarily. My biggest complaint with the i90c was battery life, and sadly, Motorola still hasn't solved the problem. The i730 is a slight improvement, but if you use the phone a lot like I do, be prepared with car chargers and backup batteries. The i90c was also bulky as it had a hump on the back to accomodate the battery. While the 730 is sleek (no hump), it still is essentially the same size and thickness as the i90. Weight is nearly identical. Call clarity with the i730 is comparable to the i90c, which is good. Speakerphone, here's my biggest complaint. With the i730, Motorola moved the speakerphone to the back of the phone (it faced the front on the i90c). This makes no sense to me. Others have said they like this design because they can hear people when the phone is clipped to their belt, but when I use the speakerphone, I generally place the phone down on a surface. As a result, the sound is muffled coming from the speakerphone. Another complaint is the location of the buttons. First, the power button is nestled between other important buttons and is not easily found in the dark (unlike the i90c). Call and end buttons are also reversed from the i90c. While I'm sure with enough use I'll get familiar with the location, the reversal of buttons from the 90/95 models has me frustrated. There are good things I like about the i730, such as the flip activation control, which allows me to place a call on speakerphone and close the phone without disconnecting. I also like the clean appearance (silver), and the blue backlight makes using it at night easy. In sum, it's a decent phone, but coming from the i90c, I expected better considering the hefty price tag.",neutral,0.6000000000000001
"Took my phone, got a thin case for use with belt clip, and will install the other attachment in my car for my GPS.",positive,0.2
This looks and works beautifully in my Impala. It includes screws and velcro depending on how permanent you want it. I went ahead and put it in the right way. Seems like it's sturdy enough for me to hardwire it as well. It even has instructions on how to do that if needed! Quality item has a real blade fuse in the back which I much prefer over the cheapie ones in plugs on lesser units. Having those built-in USB ports means it is pretty much ready for anything.,positive,0.2
"Tried pairing it with a Treo 650 and Red Razr. Although pairing worked fine, the other party heard an annoying buzz on both phones - where as I could hear them clearly. Returned it to Amazon for a full refund...I gave it two stars because, the headset seemed to work on my end..",negative,0.6000000000000001
"Loads fine in XP and Vista. Get the updates first thing. Had a couple of lock ups, but it does OK for what I wanted. It's worth $20.00... but not the $50 that Motorolla asks on their website!",neutral,0.2
"I love the shape and sound clarity of this earpiece, but after a week mine started to randomly cycle through disconnecting and reconnecting with my Nokia 5800. No firmware update has stopped this annoying process, and from what I gather it is a fairly common flaw in this headset. Be wary!",negative,0.2
"Battery life is poor, set up is a nightmare, and overall quality is poor. I will never buy another Motorola product again.",negative,0.2
Got it caught and it ripped very easily,neutral,0.2
"I've had two of these (one for me, one for the wife) for about two months now, and we both really like the phones. They are slick looking, for one thing, but actually work well in pretty much every aspect as well. Reception has been stellar, no dropped called (even in areas where I know the signal is weak and where our old phones would drop the call). Talking is clear and we haven't experienced any of the echo issues others have mentioned. Basically, for simple phone purposes it has worked flawlessly. It's got a camera, we rarely use this feature. It's a low resolution and we don't have much use for it, but it's gotta be there nowadays. Web functionality is as good as any small, non-PDA type phone. Again, we don't really use this feature much. My biggest surprise, and I'm thrilled with it, is the music player. My old Motorola had a wannabe mp3 player, but it was severely limited. This little phone has a better music then my Creative Zen in some aspects. It's easy to load and organize, and sound is awesome. The only complaint is that the volume is digital and the level between 4 and 5 is to different...one isn't quite loud enough and the other is too loud. All in all, I can't find anything bad to say about this phone, other then short battery life. It really only lasts a couple of hours of use, so that's a little low. Other then that, I'd highly recommend it.",positive,0.6000000000000001
"I ordered a cell phone from Amazon, the Motorola V3. When I checked my account the next day, a weird message told me that I was not approved, and instructed me to cancel my order. I was puzzled, but did as directed. Later that day, I went and got a great deal on a free phone from my local membership warehouse store. Later in the day, I was checking my e-mail and found one from Amazon. It explains that sometimes cell phone approval is slow and included the following: ""Until this is resolved, it is possible that the information in the ""Your Account"" section of the Amazon site will incorrectly indicate that this order requires your attention and may direct you to cancel - please disregard this until we get more information."" WHAT???!!! They tell me to cancel the order, knowing that this is incorrect??? Well, I followed their screwy directions, and they lost an order and alot of goodwill on my part. Amazon has been successful, they must know what they are doing, but this kind of behavior makes you wonder... To new cell buyers, BEWARE the incorrect message.",negative,0.6000000000000001
don't like the mess of cutting it the right size,neutral,0.2
"If you had asked me 3 months ago, I would've rated this 5 stars. However, in the last month the device doesn't charge. I've had it look like it was charging with the lights going but then no actual charge. Or it just doesn't do anything no matter what charger I plug it into. This is really disappointing because I only bought it 5 months ago. Prior to that, it had been working great. I could easily get 2.5 full charges of my iPhone 5. It was perfect for travel. I could use it all day, charge it overnight and it was ready to go again the next day.",neutral,0.2
works great !,positive,0.2
"I never received this order. I complained and received a replacement order that was defective. I returned the defective order requesting a refund. I was refundes $0.00 because the packing slip with the replacement order said $0.00. I emailed back and said I was owed $44.10 for the original order that was never received and I haven't heard anything else, yet. I WANT MY REFUND SO THAT I CAN PURCHASE A DIFFERENT PRODUCT TO REPLACE THE ORIGINAL ORDER THAT I NEVER RECEIVED!!!! YOU ARE TYING UP MY MONEY!!!!",negative,0.8
I've had another type that worked but the stems on these do not reach the electrical current to form a circle and connect. Very annoying... waste of money.,negative,0.2
Very small holder if have a case on your phone it will barely fit and if you don't want to put it on a vent the base is small and doesn't stick very well had to super glue it to make it stay. I'm trying another one. W Uldnt bother with this product. I have an iPhone 4s. So not sure if this will be better for other phones,neutral,0.2
"It's really cute, I get lots of compliments about my phone, the only downfall are the rhinestones come off easily, espeically when its in my clutch.",neutral,0.2
I bought it to use skype on my Ipod. Does the job fine specially considering the price I paid for it.,neutral,0.2
"This case is not wonderful, but it is much better than the case that comes with the m100. The stylus is hard to remove unless you come at it from the right side, and my Palm doesn't fit just great in the case. It is also quite bulky in this case.",negative,0.2
does not last long. almost as bad as the one i wanted to replace.,negative,0.4
bought 3 of them but i don't have the starter kit yet,neutral,0.2
"I have had this holster for several months and very much enjoyed it. It looks good, feels good, and holds the iPhone securely. The clip is a touch difficult to get onto a belt but that's really a plus since it will almost never fall off. Unfortunately after just a few months the case separated from the clip. They are lightly stitched together and regular use is simply too much for it. I would gladly buy this again if they fixed the connection between clip and case with something stronger.",negative,0.2
IMP52D iTorch external battery Likes: - Size (fits comfortably in my hand and isn't too big for my purse) - charges phone quickly - can charge ANY micro USB device Dislikes: - takes a long time to recharge - difficult to figure how to use the laser and flashlight (without using the included directions) ** Overall I would give this product 5 out of 5 stars because it does everything I would expect from an external charger and it does it well. I would definitely recommend this product to others.,positive,0.2
"Unlike Garmin's so-called ""premium"" strap, this one simply works. My experience with a couple of those all-soft straps was that after a few weeks or months of use they began to be erratic and after a while didn't work at all despite regular hand washing as instructed. In several months of use, this strap has never skipped a beat with my Garmin Edge 800 bicycle computer, and I find it just as comfortable as the all-soft ""premium"" strap.",negative,0.2
"The plugs on both ends were just a tad bit small, even the USB end. They didn't create a good enough connection. Sometimes, you get what you pay for.",neutral,0.2
"I bought this headset for my motorola e815 phone and it paired nicely with it. However I returned it after much testing for 3 days. Here are my pros and cons: Pros: - Great design. - The retractable boom is great because you can turn the headset on and off quickly. - The buttons work just fine and are easy to get used to. - It is light and comfortable to wear for long periods of time. Cons: - ECHO ECHO ECHO... Everyone I talked to (on landlines and cell phones) complained about the echo. I had to turn the volume almost off before they stopped hearing it, then I could not hear them... - Volume is terrible. Even at full volume it is difficult to hear the other person. Forget using it in the car or in a noisy environment. - Fits the ear very loosely and feels like it is going to fall off. The earpiece tends to move around and get out of position with any head movement. Overall, it is not worth any price (well, maybe $20 or less) because you can't have a decent conversation with the headset. You can't hear the other party and they hear themselves twice.",neutral,0.6000000000000001
"I was surprised to see that a carrying case was available for the Motorola blue tooth ear piece. I lost my first ear piece becauae I didn't have a case that would hook to my belt. Very pleased, works great.",positive,0.4
This is a great shower head and it really makes for a comfortable shower. The only thing that could improve this showed is if it has a different finish option like stainless steel.,positive,0.2
"I read a lot of good reviews and the sound is indeed good. I just wish it fit my ear better. the speaker is a bit far from my ear canal and there is no adjustment to the device except different size earbuds. Oh well I couldn't try it out on the internet. Also the on off switch is very small, in fact the smallest switch I have ever seen. Nice looking but not very practical. Would recommend if you have a smaller ear and good eyes for the on off switch.",neutral,0.2
Absolutely a waste of money. Falls right off and doesn't stay put. I would not recommend to an enemy. Save your cash.,negative,0.2
"I love the way it looks, its does look vintage, but the only thing I have to say is it doesnt have that arm thing on both sides, so it only holds like 8 cigarettes, but its sturdy, well made and I love the look of it....",positive,0.2
The Blackberry Leather Holster was delivered on time and it is just the item that I wanted. Thanks.,positive,0.2
The phone is fine. I've purchased many items from Amazon over the years and am one of their biggest fans. On this purchase however I had to go through a vendor ( Ace Digital ) and cannot recommend them. Phone came quickly but it became evident it had been used before ( issues with memory stick for one ). Also needed to purchase separately at Radio Shack a charger adapter as the one included with the w800i ( i for international ) is for European use only! Amazon does not involve itself with third party vendors (understood) but our two phone conversations with Ace Digital in Brooklyn were unpleasant to say the least. Very rude and uncooperative. We were told they would be making an exception in accepting our return for refund. Phone was insured and shipped back at our cost of course and I'll keep you updated on when we are credited.,negative,0.6000000000000001
"I bought these for my iPhone today. The Good: - I like the format and the size. - I like the deep bass that only comes from headphones with large drivers. - The technical features are good (iPod track controls, phone toggle, volume). The Bad: - The hard over-ear plastic thing that hangs on your ears was far too rigid and really began to hurt after about 30 minutes of use. - Sound quality is not very good. Bass is good, but high frequencies are trashed, most likely by the Bluetooth compression. Chances are the headphones themselves can reproduce music well, but the radio transmission process is creating noticeable distortion and garbage in the high freqs. In summary, had I bought these just for use with phone conversations, I probably would choose to keep them. But they promise good music listening (and now I want that!) Sadly though, they aren't good enough for discerning listeners.",neutral,0.4
Adds some bulk to the phone. I found that I still need to charge every day.,positive,0.2
"I concur with other reviewers! This is a single room (maybe some directly adjacent rooms, DEFINITELY SINGLE FLOOR UNIT!) If you are close to the unit on the same floor it will work beautifully. And yes, I have tried all the various antenna configurations!!! I think companies should be forced to stop this false advertising nonsense. 2500sqft in an open field maybe, NOT IN HOUSES EVER, unless your house is completely made out of glass! Just writing nonsensical disclaimers into the manual doesn't cut it: ""Walls and floors may reduce signal strength!"" How about ""Walls and floors will certainly reduce signal strength! Greater coverage only reliable in homes with very open rooms! Best used in small one bedroom apartments!""",negative,0.2
Already had one,neutral,0.2
"I've had this headset for about a year now; I use it with a Razr. It's a fine headset from a technical perspective: the sound is fine, it's easy to pair and use, etc. I haven't run into any problems using it in a car, or out of doors. However, it's really not very comfortable: the hook that goes over the ear is just a bit too stiff and edgy, I wouldn't want to wear it for a long call (more than 15-20min say). For comfort and performance, consider the Plantronics Voyager 510 (around $50 at Amazon); I've had one of those (now used by my son), and it is excellent. If you're into new gadgets, check out the Jawbone sets -- I haven't used one, but a colleague swears by the one he's been using for a couple of months.",positive,0.2
"It works, but I found out the hard way that the earbud doesn't like to stay in my ear. The first day I used it, three or four people couldn't hear me at all and hung up on me. The others said they could hear me just fine with the exception of my boyfriend, who's had trouble with the sound quality every time I've spoken to him on it. I may attach a wire twister to the earbud so it stays put more effectively. I could even run a wire or firm piece of plastic or vinyl between the earbud and the mouthpiece... It's better than brain cancer (or ovarian if I kept the cell phone in my pocket).",neutral,0.2
"I purchased a pair of these for my wife and myself. After about a week of use I would say this product did not live up to my expectations. Pros: Sound quality on both sides was great. It also did a very nice job of canceling out background noise while driving in the car. Set up was a breeze. Cons: The battery was supposed to give me 13 hours of talk time. Both my wife and myself experienced closer to 2 hours. My wife also had trouble with spotty connection issues. I did not personally experience this, but it happened to her often enough during the first week that I though I should include it in my review. Overall I would not recommend this product.",neutral,0.4
"received the case yesterday. everything was as described. installed the phone and it worked flawlessly. After some time now, when you plug it in it will charge only the case. You have to remove the phone and slide it in and out many times to get it to charge both.",neutral,0.2
This is really a great headset in terms of sound quality and overall. The noise cancelling/wind reduction feature makes a big difference. My only reservation was that it was bulky and heavy on the ear if you have small ears like me. It kept falling off and so I was adjusting it so much that it became dangerous to have on since I was fumbling with it more than i would if I was holding the cell phone by itself. I recommend the Plantronics Discovery 610 if you don't like anythng wrapped around your ear. Overall good product though. Volume was a bit hard to adjust if it was on your ear though.,neutral,0.4
Great price & shipping speed!,positive,0.2
I ordered these for our trip to Hawaii in 2012. I used them pretty much 8days in the ocean and pool. I rinsed them with tap water after most uses. We went back to Hawaii in 2013. My first snorkel trip everything was fine. After that each time things got progressively more wet to the point of why bother. They are very tuff and I use them for other things. They will not be fully submerged again though.,negative,0.2
Spend the extra cash and buy a better one. Battery doesn't last for more than a couple calls.,negative,0.2
Was no better than my old battery. Would not hold a charge any longer than the old one. Delivery time is super.,negative,0.2
The phone didn't not work without been on the charger,negative,0.2
"I wouldn't say this is an outstanding piece of software but if you have some skills and some patience you can make it work for you. I think I paid 10 bucks for the software and the cable. I wouldn't shell out more than $20 for the setup. It is worth that price just for the cable and a shot at seeing if the software will work for you. I was able to syncronize outlook contacts and calendar with my V3 RAZR and I was able to download pictures off my phone, my two main objectives. That alone was worth the money. I downloaded the updates as well, and recommend doing it. I found out that if you set everything you want up in Outlook, erase the phone's phonebook (an option in the software before you synchronize), and then syncronize, it works best. You will lose your voicedials, but you just go back and redo them in your phone afterwards. My only issue is getting the software to communicate with the phone but once it does, you can get it to do what you want it to do.",neutral,0.2
"I would like to say that I am fairly happy with the Cingular service, however when purchasing through Amazon.com I spoke with an Amazon representative who told me I would be able to port my old # over on a Cingular account. However after purchasing my phone I found this to be false. It was later explained to me that I would have to cancel my contract and forfeit all savings and deals to do this. Oddly, amazon has it set up so you can port #'s over for all other carriers. Otherwise, I've found my old service US Cellular gets reception where Cingular does not, such as in the underground L tunnels in chiago. And I've had both phones on me at the same time when finding this out, on multiple occassions.",neutral,0.4
"I have service standing beside it, which I did not before. However, it will say I have service and I miss calls, a couple hours later I get a notification I have a voice mail. I'm not sure what the gliche is. Some days it's fine, other days it's not. I don't think if I had to do over I would buy this or recommend it. I've had it for a couple months and definitely feeling buyers remorse.",neutral,0.2
"This was my first bluetooth headset. I love the fact that you could just close/open the boom to turn it off and on! I also liked that you could charge it from any Micro USB cable. It was rather flimsy feeling on my ear though, and felt if I spun my head too fast it would come off. I also had a hard time hearing the person on the other end because of the poor connection it made with my ear (or maybe I'm just spoiled by the ear bud gel tip on my Plantronics 975 now!). This would have gotten four stars, but about four months in to having it the microphone out of nowhere stopped functioning. Literally one call it was fine, but the next one less than a minutes later it was no good. It never worked again. The only thing keeping it at three stars was the incredible battery life. I never remember this thing dying on me! It definitely one-ups the 975 there. I hear ""beep-beep-beep, battery low"" on it every day, but I honestly couldn't tell you how the Motorola H710 tells you it's running out of juice! The battery life is that great! All in all, I'm much happier with my Plantronics Discovery 975, and wish I had bought it to begin with despite the price.",neutral,0.2
"This is a good, but fairly basic headset that can do what it needs to without any frills. It allows you to make and take calls and, if your phone is capable and programmed for it, you can use it for voice dialing with good clarity. There are more stylish and comfortable headsets available on the market, but not for a bargain like the Jabra BT125.",neutral,0.2
"This product when I received it was broken at the terminal end where it plugs into the phone. Not the actual plug, but where the wire goes into the plug I super glued it and the unit work fine, but you have to be extremely careful with the unit as to not break it.",negative,0.4
"I bought this to replace one that I had been using for nearly 10 years -- thought I was pretty hoi-poloy when I got the first one. Still don't think a phone needs to do anything but make phone calls and text, so I am happy as a clam in mud with my ""new"" razor.",neutral,0.2
"I ordered this Samsung bluetooth as a backup. I have the same bluetooth that I have been using for years with no issues. However, when I got this one and plugged it in, the charging indicator never changed from red to blue. Therefore, there is no way to tell if it's charged. I haven't been able to use the bluetooth and will be sending it back for a full refund.",negative,0.4
I'm a fan of rubberized covers/skins and this one fits my Curve perfectly. It doesn't get in the way of side or top buttons and doesn't slide off. I actually came back and bought a second one for a family member. Can't beat the price.,positive,0.2
"I recently purchased a BlueAnt X3 Micro, only to have it give no sound after a week or two. People could hear me, but I couldn't hear them. (I checked the volume!) I couldn't hear any tones when it turned on or off. Then the replacement came, and now after a week or so it won't charge. No lights come on, and it can no longer be switched on. I've tried the wall charger and the usb charger. I will have to ask for yet another replacement. When it works though, it is a great bluetooth headset, and works really well with my Nokia 6233 and has great sound. If it wasn't for these quality issues, I would recommend it totally.",negative,0.4
"The product failed one week after I started to use. In addition, looks cheap and operating system is very old.",negative,0.2
"the product works as expected. however, it looks really out of style. I do not wanna look like I am wearing a hearing device. I returned this product and replaced it with Jabra BT8040.. couldn't be happier....",neutral,0.4
living life in a fast pace makes this bluetooth very convenient for me. Not too complicated and the flexibility of the product is great.,positive,0.2
"Ordered this product and paid the appropriate shipping in order for it to be delivered in time for Christmas. Delivery was scheduled for two days ago, and it still has not arrived. In fact, when I checked tracking, it showed that the product originated in Kentucky and is currently in California. I'm in ILLINOIS. I see no way possible for this to travel 2,000 miles overnight and make it in time for Christmas. I am very disappointed. I would have selected a different product/different distributor had I known. I am expecting to be compensated for my shipping charges.",positive,0.2
"I purchased this item for my 6 yr old son as his first map. It's a good item for the price. It is not laminated, simply a glossy finish paper, but it allows you to pencil in your own cities if you like. There's room for improvement, but if you want a better map, expect to pay a lot more.",neutral,0.2
Plugged in my regular 3.5 stereo headphones to adaptor but only comes out as mono. Not happy. Seems to bea glitch with Treo 600. Wouldn't recommend.,negative,0.2
"According to Jabra tech support the issue isn't bugs in the Nokia 3650, it's simply that Nokia decided to use the handsfree Bluetooth profile on that phone instead of the headset Bluetooth profile. All of these headsets made since the 19th week of 2003 support both profiles and are supposed to have the blue sticker about supporting the Nokia 3650. My only real gripe is that Jabra made this major change to the firmware but left the model number, etc., the same, so there's no way to tell what you're getting unless you can examine the box in person.",negative,0.2
"This is my first bluetooth, wireless headset, so I have little to compare it against except my previous wired headsets. It's okay. Sometimes the calls are clear, other times people complain that the sound is muffled or distant. I love the wireless aspect of it, of course. I don't like having the ""hook"" around my ear so I took it off and it works fine without it thus far. It runs out of battery more quickly than I'd hoped, after a day or two. Again, maybe this is due to my ignorance of how bluetooth headsets work. Maybe I'll revisit this review after I get another similar product.",neutral,0.2
"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Plantronics-Voyager-510-Bluetooth-Headset-Retail-Packaging/dp/B0009B0IX4/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Plantronics Voyager 510 Bluetooth Headset [Retail Packaging</a>] I've had three of these over the past five years (I lose them, or I give them to my daughters). Plantronics makes the best Bluetooth headsets out there for under $300, and as long as these 510s are in stock, you should buy one. The sound is great, the microphone is clear and faithful to your voice without lots of background noise, and it has a great range for the Bluetooth. The final, and most important, selling point is Plantronics customer service. It is fantastic. The best of any modern electronics company I've interacted with, including Apple. They quickly sort out tech problems if you run across them, it's easy to reach a tech support person, and they'll replace defects or problems without any hassle. Amazing, and compelling for consumers. Buy the 510 while you can, or buy the new Voyager Pro. You won't regret it.",positive,0.2
Great price; great service; thanks.,positive,0.2
It does not last long.,negative,0.2
A friend of mine received a Zune for free so she just needed a cable to be able to move music around with and charge up. As far as I know it worked great and she is still using it.,positive,0.2
The BoxWave bodysuit fits perfectly on my kindle. I would recommend anyone with kindle they keep safe should purchase one.,positive,0.2
it was useless right out of the package . tested with a multimeter had a short in the jack or jacks .,negative,0.2
"I bought this as a birthday gift for my boyfriend and it is perfect! He uses it daily to listen to music between calls at work. Great sound quality, you can't tell he's on a headset at all.",positive,0.2
"I bought this headset because it will connect to a computer and thusly can be used for Skype. Supposedly, many Bluetooth headsets can accomplish this task, but of the three we had in the house, none could (apparently, the headset must be capable of entering ""discovery"" mode to tie-in with a computer, versus just ""pairing mode""). So, I did a little research, and this is one of the Bluetooth headsets that can DEFINITELY work with a computer. And that much is true; the Audio 920 can connect to a computer, and quite effortlessly in fact. I have a G5 iMac (with iSight), which already has Bluetooth built-in. After charging the A920 and putting in into ""discovery"" mode, I had no problem finding it with my Mac and making a connection. Other than the fact that it will connect to a computer without hassle, I have nothing positive to say about this device. First and foremost, the sound and mic quality compared to a computer is HORRENDOUS. When my Mac made system sounds, they sounded horrible horrible horrible. Five-dollar headphones will reproduce beeps and blurps with more fidelity. More importantly, and worst still, was the quality of Skype conversations. I am new to Bluetooth, but to me it seems like a worthless technology. I tested this headset in a completely open room, and if you are anywhere but immediately next to the receiving device, there are noticeable degradations in sound-quality. In fact, about an hour into a conversation, I switched-off the headset because the other party could hardly hear me and described me as a ""robot"". I did try using the included USB Bluetooth stick, which also connects effortlessly, but it didn't really improve the sound-quality. When using the USB Bluetooth stick, I must admit that there was a slight improvement, but I also called a US landline (versus a Mexican landline), so I can't be sure which variable was more responsible for the change. The set itself is relatively nice feeling, but it would not stay in my ear and I have NEVER had that problem with an earpiece before. I wouldn't say I have an ideal ear-opening, but earpieces always work, and if anything, tend to be too big versus the A920 which is tiny. After much fiddling, I could find a sweet-spot and without much movement it would stay put. I can't imagine how this device must fit for everyone else. All in all, I DO NOT RECOMMEND the A920, at least if your plan is to use it for Skype / computer connection. For the high-price (I could only find the A920 paired with the USB Bluetooth stick, which cost $85), it's simply not worth it. The call-quality, the one area that I will not sacrifice, is poor, at best. I am apparently forced to spend at least twice as much and buy a VoIP / Skype phone because the Bluetooth option isn't adequate.",negative,0.2
"You know it's generally fairly easy to get all kinds of holsters for your iphone and most androids. But because of the size of the Galaxy note, its really difficult finding something that will work properly. This ones ok...bot if the holster tips just enough, the phone falls out.",neutral,0.2
"this last 2 day before peeling, and a week before becoming totally unusable. junk!",negative,0.2
I received the Jawbone and immediately started using it and found it to be as adverstised.,negative,0.2
Works great,positive,0.2
This case is broke after 10 days. I am not sure how to contact the seller. I have bad experience with 2 out of 2 orders.,negative,0.4
"This did not work well for me at all. Every time I turned my head, I would hear snapping and crackling. Whenever I spoke to someone, they kept asking, ""hello?"" thinking the call had been dropped. Maybe I got a defective one, but this was really bad.... This was my 3rd bluetooth set. The other 2 - Scala500 and Motorola HS700 were both good.",negative,0.6000000000000001
"This phone was a UK version, It took some re configuring to make it function like a U.S version. the keypad also appears to possibly have been replaced, The phone itself does appear to be new & unused,",neutral,0.2
Just so so,negative,0.2
I am very unhappy with the battery. The charge does not last any longer than one and one half days with little use of the phone. If I could rate it less that one star I would. What a let down.,negative,0.2
"I bought this for my husband, he got a motorola first and I hated it because I heard awful noises on my end, I couln't understand him most of the time, so I desided to give him this one. He used it for 10 minutes and he was ready to return the other one. This is great and much cheaper!! my husband is so happy he is recomending it to all members in the family and friends. too bad they don't have smaller for women and other colors. This is so good I bought this same brand headset for my office it is great !! ;-(",positive,0.6000000000000001
"So far so good. Sadly the only worth while headphones I have around are some old Sennheisers HD 280 Pro which are 68ohms. They drive them like a champ. The sound is crisp, clear and full of punch. But won't know if they can really push until end of the year when I plan on getting my Beyerdynamic DT 770 Pro which are 250ohms. Will update review then. Now the one part I dislike is the fact that between the Magni 2 and the Uber version it seems like the double outputs are the only addition for 60 some bucks. I just bough two double male barrels and a male to two female rca patch cable to use it along my Modi 2. But it feels ghetto to me. The sound is great and I haven't found any problems doing like so though.",positive,0.2
this is just a deliberate copy of the Motorola SLVR. don't get this phone. get the actual slvr instead,negative,0.2
"This product is not made very well. The top cover that protects the screen has a side piece which is supposed to clip on to the phone. It clips on but it is so thin that the piece breaks off which leaves you with the back piece only. I ordered 3, one came in defective, I called the number on the receipt to Bargain Cell, they did send me a new one but it was also defective. I called again and no response. Now I have 2 cases that only the back piece clips on. I am would not purchase this product again.",negative,0.4
"I just love this phone. It's really thin and light weight - very nice to handle. Endless useful features. I upgraded my T-mobile plan to T-zone and check my emails with this phone for free. Works great. If you get additional software (mobile phone tools) you even can sync phone and pc via Bluetooth or USB cable. Haven't found anything I don't like on the phone. Camera takes nice pics. Voice recorder works flawless. Screen is amazing. I just really like this phone. ...and of course - good reception, too ! T-mobile has an amazing customer service and it was no problem to change plans to Family plan or port numbers.",positive,0.2
There is nothing wrong with this produce however the seller needs to put technical data that tells the buyer that it does not work with iTouch Generation One.,negative,0.4
"I got one of these in case something happened to my regular cell phone. Turned out it was needed, and it worked so well, I got another one to put away in the event that something goes wrong with this one. A great little phone for the money. Unlocked is great too. Sometimes no frills is nice. I am really pleased with this purchase.",positive,0.2
