ts,text,sentiment,urgency,aspects
2025-08-15T08:16:41.002198Z,Great product....easy to install!,positive,low,
2025-08-15T08:16:41.010135Z,"Actually, this phone had all the makings of the breakthrough product which PalmOne needed to compete against the Blackberry. But, this phone was plagued with constant endless automatic rebooting and automatic shut down of the phone feature. Certainly, these symptoms are not typical of Palm reliability and stability that their users have come to appreciate. Review Update 3/11/06: As these issues were resolved with update 1.2, I can now finally recommend this phone.",neutral,low,
2025-08-15T08:16:41.018329Z,"Beautiful product, crappy pocket clip, comfortable to wear on chain, fair sound quality, truly excellent range (any where inside and some areas outside of 2 bedroom single family dwelling. It's paired with my Ipad 2 so I can listen to audio books on my long and frequent road trips. I like it and would recommend it. Bob S <a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Jabra-BT3030-Headset-ear-bud-wireless-Bluetooth-2-0-EDR/dp/B00164CRDC/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Jabra BT3030 - Headset ( ear-bud ) - wireless - Bluetooth 2.0 EDR</a>",positive,low,calidad
2025-08-15T08:16:41.026327Z,"I love the Otterbox holster for the protection it provides my phone. However, the spring will wear out after nine months or so of use. I had to take the spring out and adjust it so it would work. But it only lasted for a few weeks before the clip was loose again. This model (for the Black Berry Curve 8330) has the ability to swivel (which apparently all of their holsters do, I am told). Again, after nine months or so of use the holster will swivel much too easily. I don't like the ability of the holster to swivel so I fixed that with some screws. I used a screw to fix the clip as well. Customer service from Otter Box is certainly lacking. I contacted them with the following message: Hi. I purchased my Otter Box Defender on May 24, 2009 from Amazon.com LLC. Recently, the belt clip that rotates on the holster is so loose that it rotates on my belt too easily. The spring on the clip itself is so weak that I have had my phone drop off of my belt and land on the floor. Is there any way to replace the rotating belt clip? I love my Otter Box and the protection it gives my phone. I don't want to give it up for something with less protection but has better components. Thank you. The following was the only response received: Update for Case #93443 - ""Holster clip"" If you send me your name address and phone type that we are carrying. Thanks, [name of customer service rep] I don't know what they were going to do to resolve this. I thought that by asking for my name and address they would have sent me another holster. I never heard from them after that. It was (and is) within the one year warranty period. Get the Otterbox if you want the protection it provides but be prepared to make some fixes yourself. Don't get it for the lack of customer service or the components that will eventually fail.",positive,low,
2025-08-15T08:16:41.034479Z,Work fine with no problems.,neutral,low,
2025-08-15T08:16:41.044154Z,"In case you're seeing this in your list of Amazon purchases and wondering what it was, this was simply one sheet of paper that was included with the purchase and activation of a new phone. I got mine through T-Mobile, while I've seen others receive this same paper for AT&T. Basically, it includes a bit of information about how to start using your new phone, a short section for troubleshooting issues that come up regularly, and a list of contacts in case you still have trouble. Don't worry -- you haven't lost or forgotten about anything important.",neutral,low,
2025-08-15T08:16:41.054778Z,"Cheap, horrible connection. Bought it for the easy on, but has turned completely unreliable. Battery dies way too quickly.",neutral,low,
2025-08-15T08:16:41.072945Z,"This is really the best of the best as far as I am concerned. I have used many different kinds of blue tooth headset devices and this has the best sound communication capabilities. The sound is never ""tinny"" and this is only device for which I never get a ""are you calling from your car?"" or similar comment when using it while driving. The people on the other end cannot tell if I am in the office, my car or somewhere else(if they think about it). In addition its battery allows it go on for hours and hours--long after my phone needs recharging. However, I find they do wear out. The red charging and off light goes after a few months of heavy use (the blue tooth device itself still works-it's just harder to use). I am sure that that is covered under warranty but who wants that hassle.",positive,low,
2025-08-15T08:16:41.083364Z,Although its marked as a Samsung product the charging is somewhat slow and it fits loosely into my car lighter. Otherwise it does work.,negative,low,
2025-08-15T08:16:41.092146Z,"Should of known better, Since it was at least a hundred dollars cheaper than what everybody else is selling it for.",neutral,low,
2025-08-15T08:16:41.100652Z,slick sticks are great. However this will not fit an iPhone 5. it might fit it without the very slim lifeproof case but I'm not going to chance it. with the case on and the strap all the way extended I can for the clip in place but it seems to be asking for disaster. Good product but be carefull of sizing,positive,low,
2025-08-15T08:16:41.108831Z,It works fine but when you turn it on or off it makes the most annoying high pitched screeching noise.,positive,low,
2025-08-15T08:16:41.121587Z,"I think Razr V3's are great. My last one lasted 12 years but this one appears to be a cheap imitation. Fit an finish was terrible, buggy with my simm card. I probably have dropped my old one 100s of times with no problem. From the feel of the case on this one I think it would shatter if dropped. Also the keyboard did not match the photo, instructions were maybe 10 pages printed on newsprint where the original instruction book was a large manual. Packaging cheap.",negative,low,
2025-08-15T08:16:41.129898Z,This s*** is trash. Not a fast charger at all. Charges slow as a bih!,negative,low,
2025-08-15T08:16:41.138283Z,"I really don't have anything bad to say about the sound quality or the ease of use. The battery life on these headphones is great. I'm giving this product a low review because the headset itself is constructed of a rather flimsy plastic that isn't adjustable at all. The earpiece loop broke after about two months. The speakers still work fine, but there's no way to really fix it and it doesn't work right for sports if it doesn't fit snugly on your head. I would not buy these again.",negative,low,calidad
2025-08-15T08:16:41.147196Z,absolute waste of money. Our old bluetooth broke and this seemed a better replacement but it fails to recharge properly and the sound quality is poor. I would not recommend it.,negative,low,calidad
2025-08-15T08:16:41.156138Z,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Motorola-V197-Unlocked-Cell-Phone-U-S-Version-with-Warranty-Charcoal/dp/B0016JB8K0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Motorola V197 Unlocked Cell Phone--U.S. Version with Warranty (Charcoal)</a> Don't even consider buying from Amazon.com. I've spent thousands through them, & made the fatal error that they actually monitor the resellers they profit from, but disclaim all responsibility. Bought this ""new"" ""US"" cell from HassleFreeCell (irony aside)--which they STILL sponsor: 1)""SUBTLE"" indication that it was returned, not new: no plastic wrap on (slightly crushed) box (cheapo packaging), clear plastic shipping protectors slapped on worse than a a very uncoordinated 3-year old, no install disk; & 2) (what a surprise) DOESN'T WORK--both XP (2 different computers) & Vista return fatal hardware install messages--small wonder it was returned goods. And Amazon??? Too bad, deal with the nice folks who cheated in the 1st place (& don't even have the cell listed on their own website). Add idiot customer ""support""--clear message that the main issue was used goods--later found out it was defective for good measure--& these bozos respond ""sorry it was damaged during shipping."" Caveat emptor--shop at a reputable website.",negative,high,calidad|envío
2025-08-15T08:16:41.173176Z,"I paid extra for expediated delivery and, well, let's just say: AFTER placing the order for the Blackberry track ball I ordered another track ball from a different Amazon Vendor and checked the ""free shipping"" button. I received it several day before receiving the item from THIS vendor (although I paid extra for faster shipping.)",positive,low,envío
2025-08-15T08:16:41.181766Z,In my opinion that nokia and samasung are the best phone and don't buy the sony ericsson phone.,neutral,low,
2025-08-15T08:16:41.196548Z,"The material is not great for those who have long hair and want to keep it. If your wearing your hair down, take the case off!",positive,low,
2025-08-15T08:16:41.211670Z,"I own two of these BlackBerry Charging Pods. I purchased the first pod to sit on my nightstand and it is great because I can dock my BlackBerry before retiring for the evening without turing on the lights (and waking up hubby). Both LED's are bright and the ""smiley face"" LED inside the pod allows you to see where the BlackBerry should be placed even in the dark. The slim design doesn't take up very much space. Prior to purchasing the pod, I was always fumbling around in the dark with the end of the power adapter and trying to figure out which direction to plug the end into my Pearl. Now, I just drop the Pearl into the pod without fumbling with a cord or trying to feel my way around in the dark. After several months, I decided to purchase a second pod for my desk. Again, the pod's slim design makes it great because it takes up very little space and I don't have to fumble with cables. The only thing I wish this pod did was allow for synching and data transfers. I don't transfer data to my BlackBerry very often, so I am constantly forgetting to unplug the cable from the pod and move it to the data port (mini USB port) on my BlackBerry Pearl 8100. I'm so used to docks being used for charging and data transfers that it has been a hard habit for me to break. Otherwise, the BlackBerry Charging Pod is designed well, looks and works great, and is very affordable.",positive,low,
2025-08-15T08:16:41.220285Z,"This is made pretty well, but I put my bluetooth in it and it turns the light on the bluetooth. I won't be able to use it for that purpose. However, I have extra cell phone batteries, so I stuck them in there.. works great for that!",positive,low,
2025-08-15T08:16:41.229042Z,Good package but charging my galaxy s4 only once. This is not what I expect and not the mentioned discribtion in product features.,positive,low,
2025-08-15T08:16:41.240177Z,Would have liked the material to be a little thicker. Not always sure that this product really provides enough protection.,neutral,low,
2025-08-15T08:16:41.265125Z,"Sound quality is ok. It's light, but can get uncomfortable after about an hour or so of wear. After that it can start to rub raw wear the ear hook rests. I use mine with both my phone and computer, and range is excellent on both. I do wish you could turn up both the output volume and mic pickup volume, as both are fairly low, even maxed out. Also, like most bluetooth headsets, background noise is a bigger factor than when using the phone itself.",positive,low,calidad
2025-08-15T08:16:41.273857Z,Mush better than the original battery. I get about 50% more life. Only improvement would be a better case. It's way too flimsy and I don't see it taking much abuse. I'd gladly pay more for a better case.,neutral,low,
2025-08-15T08:16:41.283920Z,cheap qaulity but the price is so cheap. but its cheap for a reason cheap labor. my lg env2 thats why i bought it it works fine but the cd it came with wanted to control my computer. so i threw it out. other than that the company is great super fast shiping. i will definitly use again,positive,low,precio
2025-08-15T08:16:41.291100Z,The Motorola HT820 Bluetooth Stereo Headset works exactly as it is promoted. It has ease of use and is very durable. I use it mostly while working out for 90 minutes 4-6 days a week and after 3 months of hard use has held up very well. Pros: Ease of operation. A single charge can last up to 12 hours. Music clarity is very good. Using the headset with a cell phone along with music is excellent. Microphone picks up your voice and silences the backround noises very well. Cons: The volume is not as loud as I would normally like it when using it with an MP3 player. That is why I did not give it a 5/5 rating. I would recommend this headset to anyone.,positive,low,
2025-08-15T08:16:41.299544Z,I really like this phone and I have had it about a week. The only issue I have had so far is that the display screen is freezing up on me today. I can receive calls but none of the buttons on the keypad work and I can't get into any menus or anything. Anybody else have this?,neutral,low,
2025-08-15T08:16:41.308363Z,"This is certainly not an expensive cable but it does the job. You may pay more, but, why? Accessories for BJII are getting hard to come by.",neutral,low,
2025-08-15T08:16:41.317390Z,Beanbag is okay but it is a little light for the 7200. It would probably be great for the smaller GPS.,positive,low,
2025-08-15T08:16:41.326490Z,"Doesn't affect signal strength at all. Looks kind of like a transformer face though. So that's good, I guess.",positive,low,
2025-08-15T08:16:41.335473Z,Upon the receiving the product it function accordingly for ten minutes and failed after that point. Both cables failed to charge my Zune device. This is absurd to list an item as new and it does not function at all.,neutral,low,
2025-08-15T08:16:41.345343Z,Charger works with my phone and charges without over heating or draining like some others have said. Product does exactly what it should and the product shipped quickly.,positive,low,
2025-08-15T08:16:41.353739Z,"Lavera Shampoo For Colored Hair is perfect for me. I am allergic to SLS in products and this shampoo does not have that ingredient. Makes hair smell good, feel good and the conditioner is great as well.",positive,low,
2025-08-15T08:16:41.376084Z,The phone I needed it for will not charge up :-(,neutral,low,
2025-08-15T08:16:41.396085Z,"As an EMT, I've been looking for a case that I can keep on my belt and trust that it will actually secure my phone. I've been through a couple of cases lately, yet none of them seemed to work with what I need out of it. I have an otter box case on my iPhone 4 and this holster actually fits, snuggly, but it works. It feels very secure and I'm not constantly checking to make sure my phone fell out or that I dropped the holster. Love it!",negative,high,envío
2025-08-15T08:16:41.434089Z,"Just a quick experience on this earpiece and a personal view of the company. I've owned several over the past 3 years and have been very happy with them until today. As I plugged in my earpiece to charge via the company supplied USB cable connected to my computer, I walked away and started to notice a burning smell. As I looked around to find the source, I saw smoke coming from my earpiece. The connection from the earpiece to the charging cable had melted. I unplugged the cable from my computer and moved the earpiece into the garage in case the battery was on fire and could explode. I then called Jawbone to let them know of the situation and if there was a service department that I could send the earpiece to for trouble shooting. The person on the other end of the phone told me that the charger was not meant to be used with a computer, really? 1: The user manual states: You can charge your Jawbone headset via the wall charger, or via USB on your computer. It shows a couple pics, one of the wall plug and one of the computer with nice little arrows pointing where you can plug it in. I know the spiel, give the company memo so as to lay blame on the consumer, great motto, profit over people. Works on the uneducated and those who are ignorant enough to believe you have their best interests in mind. I then explained I wasn't looking for a replacement as it's a few years old, I just wanted to send it in so they could identify the problem, nope, not something they deal with. So long story short, Jawbone won't correct problems in their products. The fire could have been caused by faulty connections in either the headset or charger, bad soldering, cheap wiring, but hey, why would they want to know that? Maybe because these could be components still in use by your company and you might, you know, want to fix something that can cost someone their home or their life? Jawbone makes a great product, no doubt, but without a hint of integrity and a profit over people corporate attitude, I won't be buying their products ever again.",negative,low,
2025-08-15T08:16:41.442398Z,"Good charger. Looks nice. LED is very bright. This is not a big deal for us, but could be if we put the charger in a bedroom. Charger doesn't work with any rubber cover or other case on phone, so we have to take the Blackberry rubber case off in order to charge.",positive,low,
2025-08-15T08:16:41.451159Z,"My Nuvi 200 survived the initial 1-year warranty. A few months later, the power started shorting out. Evidently, the minor torque created by the cord is enough to break the internal connection between the power cord and the battery. I opened the little bugger up and noticed that the only connection to the battery is through a small, metal cage which sits upon the charger. This is connected to the main body on one side and not very well. The single point of connection had been severed due to the simple swing of the power cord! I don't recommend this product. If you are looking for a GPS, please consider one of the products that has a much stronger power connection. While this one should last the warranty, it will likely break soon after with limited usage. The Garmin website allows people to ship an ensured package back to the dealer (shipping roughly $10-20) and have it repaired for $50. Not worth it in my opinion. I'm going to try some surgery on it, but will likely end up buying a different product.",negative,high,precio|envío
2025-08-15T08:16:41.467482Z,"I've been using Nextel at work and all my friends have Nextel... so why not switch? This phone caught my attention because it's very rugged. Granted it's not the smallest phone out there, but its meaty design is great for a good strong grip on the phone. The i530 yellow adds a nice finish to the phone instead of having a plain ol'e black one. In my opinion some of the downfalls to this phone are, no color screen, the menu is sorrta' small and hard to read. Very small 'function' buttons (compared to the actual buttons w/the numbers). All and all very nice, though phone.",positive,low,
2025-08-15T08:16:41.487601Z,"Surprisingly comfortable. You can measure the reception with a broken ruler, though. If I have to hold my phone next to my ear to keep the audio from dropping, then you've failed at being wireless.",negative,high,calidad
2025-08-15T08:16:41.522976Z,"This little battery charger is a life saver. I bought a coiled mediabridge usb cable to go with it and it charges my phone and tablet easily and conveniently, I even use it a home so I don't have to be tethered to a wall.",neutral,low,
2025-08-15T08:16:41.529488Z,The batteries I received were manufactured in 2011. This means that more than half of their usable life is already used up (http://www.microbattery.com/microbat/pdf/energizer-battery-shelf-life.pdf). Had I known the batteries were already four years old I would have purchased the batteries locally.,neutral,low,
2025-08-15T08:16:41.536649Z,I only rated this charger two stars because it takes so long for this second battery to charge. I have two external chargers that I plugged my spare batteries into and my captivate battery charged much faster then my infuse battery (they both were completely new & needing a full charge). So it works however its taking 7hrs or more to fully charge my spare batteries. Ok its been only 4 days now and this charger does not work. It blinks like its charging but when the extra battery is place in the phone it has not charged at all. This is disappointing dropping to 1 star no star if it was possible!,positive,low,
2025-08-15T08:16:41.544148Z,this is a high end model featuring the most fantastic features of a bluetooth device the stylish boom will help you feel comfortable and ensure the bluetooth is on and in function the sound and noise reduction is perfect the price and everything around is a real breeze still enjoying it. competive price for business and industrial,positive,low,precio
2025-08-15T08:16:41.552099Z,"I realize most of the reviews have been positive, but my experience with these trackballs has proved quite disappointing. I ordered two; one did not work at all, and the other, while it worked, proved to be terribly slow in scrolling speed. I had no choice but to reinstall the original trackball. The ball itself is discolored and the performance is a bit sloppy, but nevertheless it's still far superior to these. I'm going to see if I can get original BlackBerry trackballs, even if they cost more.",negative,low,
2025-08-15T08:16:41.560899Z,"The product doesn't seem to be as good of quality as my original zune sync cable, however it works as described and is a lot cheaper so I would probably buy it again if I had to.",positive,low,calidad
2025-08-15T08:16:41.570072Z,"I LOVE the look of this case. It's slightly sheer so the black of my iPhone shows through, and it's very lightweight. It's not meant for heavy duty use, but will protect for minor dings and drops. I have had this case for a few months, and get so many compliments on it. It fits well, and the iPhone doesn't slip around in it. The case does not have an overhang on the front edge, so there is no protection from the case when laying the iPhone face down. The reason why I am only giving it three stars is that the pattern peels off. At first, it begins to peel off the back edges, so that the clear plastic is exposed underneath. My case is now showing many large clear patches where the leopard print has completely worn off. So sad that such a beautiful case doesn't hold up after only a few months of use.",positive,low,
2025-08-15T08:16:41.582667Z,"This headset works well in indoor, but its volume just does not get loud enough to be useful while driving in highway. It is also very fragile -- after using this headset for two months, the button on this headset got pushed in, and it won't come out again. This is such a terrible product at such high price. I'm very disappointed!",negative,low,precio
2025-08-15T08:16:41.609094Z,THIS BATTERY IS NOT HOLDING A CHARGE. CHARGE IT TWICE A DAY IT FAILS AT THE MOST INAPPROPRIATE TIMES IS THIS JUST A BAD ONE OR THEY ALL LIKE THIS?,negative,low,
2025-08-15T08:16:41.624700Z,"The 330 is easy to use and works well with our Nokia phone. It sits comfortably in and around the ear. Its light weight and small size make it unobtrusive. Conversations coming in sound good, but those going out have a moderate amount of static. For the price, this is a good value.",positive,low,precio
2025-08-15T08:16:41.638203Z,good,positive,low,
2025-08-15T08:16:41.651184Z,"I can make do with this, but the round socket and the rectangular flange are actually two separate piece. That is fine, but they don't mate properly, that is, the socket does not fit the flange. It doesn't appear that they were designed to go together. It will work, but not very professional.",neutral,low,
2025-08-15T08:16:41.661728Z,"I really wanted to get a touch screen phone and finally ended up getting LG Vu. The only feature that is awesome in this phone is touch screen and it is responsive may be 80 percent of the time. Pros: Touch Screen Excellent display Decent camera Decent sound Cons: Worst body material (my phone is 25 days old and now looks like 1 year old)that loses all shiny coating (buy a good case and a screen protector), Music quality is only good with the earphones, Poor signal reception, Average battery life (day to day and half), When you are talking on phone the keypad gets locked automatically after 2 seconds (very annoying if you need to access menu at that time), Takes some time to open pictures or music, Memory card is located behind the battery, You can not see how much battery life is left in terms of %, Somehow lot of dust gathers near speaker and when you play music the dust pops out Hope this review is useful.",negative,low,calidad
2025-08-15T08:16:41.669954Z,Junk! All scratched when I got it. Pattern all messed up. Not worth it at all. Colors not vibrant like the picture shown. Terrible,negative,low,
2025-08-15T08:16:41.679776Z,"The headset has wonderful sound, both directions. Others can hear me, I can hear them, and it's comfortable. But... The battery on the phone doesn't last long if you're using the handset. Connecting it to my PC was a major disaster. Plugged it into a USB hub, installed the software, and all was well until I disconnected it to move the phone. Everything else connected to that hub quit working. Major problem since that included the wireless connector for my keyboard and mouse. After a couple of reboots, discovered that the hub is not totally nonfuctional. I will NOT be connecting this phone to the computer again.",neutral,low,
2025-08-15T08:16:41.687867Z,"I switched ot this model from a Jabra 47D. The Motorola was much easier to disengage from the phone simply by closing it. Also, the Motorola stays on the ear more securely. The only drawback that I can see to this model is the sound quality is not as good as the Jabra.",positive,low,calidad
2025-08-15T08:16:41.716555Z,I ordered two because I knew they would be lackluster. And they are. But at least they are cheap. Why on earth is the most popular phone on earth equiped with thse lame batteries???,neutral,low,
2025-08-15T08:16:41.733235Z,Crappy. Didn't fit my phone at all,neutral,low,
2025-08-15T08:16:41.750367Z,"Verizon wanted around $30.00 for a car recharger for my new cellphone. When I checked on Amazon.com, I saw one that I could buy one for $.01, plus $2.99 shipping, so I took a three dollar chance - and Oh! I'm so glad I did!&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/High-Quality-Rapid-Car-Auto-Charger-for-Lg-Vx8500-Vx8600-Env9900-9900-Vx9900/dp/B000O1GGDA/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">High Quality Rapid Car / Auto Charger for Lg Vx8500 Vx8600 Env9900 9900 Vx9900</a>&nbsp;It arrived quickly, works fine, and is just like the one that would have cost me three thousand times more at the Verizon store. As a result of my satisfaction following this purchase, I bought a Garmin navigator through Amazon, instead of at my local bricks and mortar store. It, too, has arrived, and is perfect.&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Garmin-nvi-350-3-5-Inch-Portable-GPS-Navigator/dp/B000BKJZ9Q/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Garmin nvi 350 3.5-Inch Portable GPS Navigator</a>",positive,low,precio|calidad|envío
2025-08-15T08:16:41.760796Z,"The product I received,an LG phone, arrived when I was told it would. This phone was exactly as I ordered. I have not had it activated, I bought it as a back up. I like this phone and you cant buy these at Verizon any more. To old. LOL , it a great phone. Would buy from Amazon again and again.",positive,low,
2025-08-15T08:16:41.769489Z,"Haven't taken the trip yet, but everything seems in order. yes, you do get some credit when you post a review --will update once the trip is taken.",neutral,low,
2025-08-15T08:16:41.779222Z,"I bought this rapid charger kit because I recently bought a HTC M7 and it kept telling me I had a slow charge. So I decided to give this rapid charger kit a try. Unfortunately, I still get the slow charge notice so I'm not seeing the rapid charging results I expected. However, it's still charging so that's good I guess. Thankfully this is an affordable charger so I don't feel like I wasted a bunch of money.",negative,low,
2025-08-15T08:16:41.787667Z,"iGo buys cheap and sell more but damage after three weeks. iGo is sales only, no engineering.",neutral,low,
2025-08-15T08:16:41.796123Z,"My Ring was cracked and it was always falling out. Also looked not so nice, but this replacement was easy to install and now everything is good...and still is after many months of use.",positive,low,
2025-08-15T08:16:41.805336Z,"The Jabra functions fine in my car. Allows me to talk ""hands Free"". I was having issues with minor ear infections using a bluetooth device that hung on my ear. This solved the problem just fine. Price was right.",neutral,low,precio
2025-08-15T08:16:41.815798Z,"Belt clip part broke in less than a day, but the sleeve part works (not that it is very complicated). Kind of defeats the whole purpose of getting it for the belt clip.",positive,low,
2025-08-15T08:16:41.824125Z,"The case and functionality with the device are nice. The magnetic closure is effective and quick to use, and if you've set your device correctly, email will open automatically as it should when the Blackberry is removed from the case. However, the belt clip is terrible. Even if you're just a bit overweight, the top of the clip will jab you in the ""love handles"" section of your sides. The clip is extended in a way that makes no sense - for leverage when unclipping, I guess, and it's terribly frustrating. Not to mention the fact that it gets snagged on things and will break. I'm on my second holster already. The Blackberry Curve is a great device. But I'm not sure there's a better clip/holster alternative for it. I wish there were - or that RIM would fix this holster clip.",negative,low,
2025-08-15T08:16:41.832360Z,These headsets arrived broken. The headband was broken at the point where it connects to the left ear pice. Reading other reviws it seems that my experience was not an isolated case.,negative,high,calidad|envío
2025-08-15T08:16:41.848633Z,"I was excited to get what I heard was a great Bluetooth headset for my Motorola W385. With one phone call (in which I was stationary) the sound quality was slightly but distinctly poorer than what I am used to with my wired headset; at least the conversation didn't seem to suffer, so I thought this was okay. However, the second time I used the headset, this time on the road, the person I was speaking to complained that he could not hear me well and asked if I was using a different headset or something. This was simply unacceptable. Under the same conditions, using my trusty old wired Plantronics M214C Headset, I never have any complaints and people tell me I sound best / clearest when I use it (the old, wired, Plantronics M214C Headset). To me, Bluetooth isn't worth it unless/until it can match or surpass a wired headset in reliable sound quality. It's that simple. I don't like getting tangled in the wires, and I've been frustrated with headset jacks that suffer from wear (and now I have to contend with an adapter to mini-USB in addition) but, ultimately, it's about hearing the other person on the line and having them be able to hear you, too.",negative,low,calidad
2025-08-15T08:16:41.856904Z,"We bought this cable at an electronics store for a lot more money, and no better results. The program connects your Razr V3 phone only to a Windows PC, but if that's the PC to which you want to coordinate your data, this cord and software are perfect. You can not only upload data to your phone. You can add music as well. And Amazon's price beats everywhere else, by far.",positive,low,precio
2025-08-15T08:16:41.864642Z,"gave my numbers, all matched except the battery was way to small and I still have not one that fits. :o(",neutral,low,
2025-08-15T08:16:41.884758Z,"This item does work but not the way I planned. I had planned to connect this unit to the flat panel TV in my office, pair to my Jabra Halo bluetooth headset, pair the headset to my iPhone as well, and when a call comes in I had hoped to be able to seamlessly switch to the call so the TV would not create annoying background noise for the caller. No such luck. The Jabra A120s would not allow the Halo to connect to the iPhone. The Halo works great with the iPhone alone, especially on calls. The Halo is advertised as capable of pairing with more than one device. This combination was not compatible.",positive,low,
2025-08-15T08:16:41.898300Z,"I have had this headset for a few years and it has been sitting in a box for about a year. Just pulled it out and paired it with my Droid X and it works fine. It was easy to pair and the sound is good. I have no problem with the comfort, since I only use it occasionally. Good inexpensive headset. I have owned 3 Plantronics headsets and I liked all of them. If I were buying a new headset I would probably get the 520.",positive,low,
2025-08-15T08:16:41.922958Z,Little hum sometimes but overall good buy,positive,low,
2025-08-15T08:16:41.936286Z,"The Phone was not new like it said The cord was very short to charge an the battery DID NOT hold a charge, on stand by or talk. Had to charge phone 2X a day , So I think the phone was a BAD ONE. I have Returned the phone to seller for a refund that I did not get credit back yet..............................Will Not Get Another One................................",negative,high,
2025-08-15T08:16:41.960944Z,"The battery is an excellent replacement for the existing Razr V3c battery. The 1400mAh version is thicker than the original so after the new cover is added, it creates a small step on the back of the phone. The cover matches the color of my Razr and fits perfectly. With moderate use, I now can go nearly 3 days on a single charge.",positive,low,
2025-08-15T08:16:41.978188Z,The item appeared to have previously used as there was a piece missing underneath which is used to adjust the amp,neutral,low,
2025-08-15T08:16:41.985067Z,"again, great idea; poorly implemented. charged it up via an AC outlet then tried to test it on my Nokia N95. all my phone did was say, ""not charging"". then when plugging it back up, the LED failed to light up to show that it was charging, so i think it's broken. i'm going to look into getting a Brunton.",negative,high,calidad
2025-08-15T08:16:42.000384Z,I read all the reviews and decided that for the price that this product was being sold I would risk it. It is a really odd product. It will recognize my phone and upload all of my phone and calendar details but when I try to use it to input information it all of a sudden gives me this 'failed to connect with mobile' message. I am really disappointed with the difficulty this 'convenient' software has caused me.,neutral,low,precio
2025-08-15T08:16:42.008725Z,"Think twice before buying this card. The good part was that it was shipped and delivered on time. What you need to watch out for is AT&T's rate plans, which I found were not that cheap when I started activating the card on the AT&T site: [...] The rate plans are: 1. $50/month for unlimited usage 2. $25/month for only 250 minutes 3. $2 Daily Unlimited Talk & Text Plan 4. 10 cents/minute Plan: 20c per text message I did not find the $15 plan that some of the previous reviewers mentioned. Looks like that rate is not offered anymore.",positive,low,precio
2025-08-15T08:16:42.016247Z,Not great reception but okay for the price. Sound quality is okay as long as there is no background noise. Not the best device but okay.,positive,low,precio|calidad
2025-08-15T08:16:42.026204Z,"This came broken out of the bag. Both channels were really quiet and the sound came out mono. After sending back this defective part twice, I received a third broken one. Each of these parts were mislabeled with an incorrect serial number. Clearly the manufacturer in the China cannot read schematics and has some major QA issues. I can't imagine Motorola making a part this bad.. perhaps its a fake.",negative,high,calidad
2025-08-15T08:16:42.042051Z,"I've had this phone for 2.5 years. You can't replace the Bluetooth headset battery. The Bluetooth headset battery died before the first year. Since it was under warranty, after way too much paperwork Plantronics sent me a new headset. A little over a year later, the headset battery went bad again. Plantronics wants over $80 for a new headset. I bought a Samsung Bluetooth headset - it would pair with the handset but would not communicate with it. After many hours it would communicate but the sound quality was bad. Then it would randomly stop communicating. A call to Plantronics confirmed that their devices will only pair with Plantronics headsets . No more Plantronics devices for me. I managed to break the headset open without too much damage and solder in a new battery. Now I have it taped shut.",negative,high,precio|calidad|envío
2025-08-15T08:16:42.058934Z,"Ordered two paid double shipping price! The batteries look new in package. Tried the first one. Looked exactly like my old one, but didn't fit quite right. Charged according to directions overnight 12 hours. Battery held for a couple of days. Then had difficulty getting it to charge again. Doesn't hold any longer than my 6 year old wearing out battery. Haven't tried the other one yet. Buyer beware.",neutral,low,precio|envío
2025-08-15T08:16:42.067051Z,"I just received my headset in the mail today. It shipped fast, was in good condition but it was not the headset featured in the picture. Now, I wasn't too picky to begin with so I will be keeping the headset unless it malfunctions but it is false advertising to show a different product than the one labeled. The picture is that of the Motorola H700. Apparently, I am not alone in noticing and being affected by this problem. Please confirm what you are ordering with what the picture should look like before buying!",positive,low,
2025-08-15T08:16:42.076918Z,"The Cardo S-800 is the first attempt into the hands free Bluetooth headset realm. It is small and the buttons are simple to use and far enough apart that my big fat fingers don't press what they aren't supposed to. I work inside a U.S. airport and the sound volume is poor as the unit does not fully insert into my ear canal. When I push the Cardo S-800 into my ear a bit it is plenty loud enough. Messing with the ""coat hanger"" ear piece does nothing to help with volume. I emailed Cardo and they said there are no other ear buds/pieces for this unit. So the price was okay and the size is nice and compact but unless the thing sits in your ear properly or you can find other ear buds to help fit it properly the volume for me is quite low (yes even when I'm not at the airport) and I find myself holding the Cardo with my index finger into my ear. Even while driving the headset fitment is poor enough to cause me to have to switch to a corded headset or to again push the cardo into my ear to hear well enough. Geeze I just cringe at the thought of spending over a $100 for the Aliph(?) and just hope thast it's better.",negative,low,precio
2025-08-15T08:16:42.085193Z,"I ordered the Nokia 6555 Travel Charger and the seller did not send what I ordered. I returned the items along with a short note explaining they had sent the wrong adapters and have not heard back from them, nor have I received a refund. I will never order from this vendor again.",negative,high,
